name,minutes_played,goals,assists,passes_total,passes_success,shots_total,shots_on_target,duels_total,duels_won,ball_losses,recoveries,is_pro,activity_score
Álex Moreno,2404,,,52.7,39.0,,0.3,2.92,1.65,,9.44,1,50.09
Yan Valery,370,,,37.8,26.3,,0.0,2.44,1.71,,10.2,0,38.21
Sardar Azmoun,311,,,24.9,14.6,,1.14,1.14,0.57,,4.0,0,19.17
Vicente Iborra,1034,,,54.9,47.7,,0.17,1.22,0.78,,10.5,1,58.98
Jonny Evans,1348,,,65.1,54.1,,0.13,1.8,1.2,,12.0,1,67.3
Mika Màrmol,1,,,5.0,4.0,,0.0,0.0,0.0,,2.0,0,6.0
Angelo Stiller,1693,,,51.2,42.3,,0.21,1.91,1.22,,10.1,1,53.62
Hugo Duro,12,,,40.0,30.0,,10.0,0.0,0.0,,10.0,1,40.0
Maximilian Eggestein,2194,,,38.2,29.0,,0.25,2.05,1.19,,11.2,1,41.39
Manu Morlanes,1144,,,50.7,44.3,,0.16,2.36,1.57,,11.0,1,56.87
Roberto Firmino,929,,,42.6,33.2,,1.94,1.26,1.07,,4.37,0,38.64
Tom Davies,234,,,30.4,23.1,,0.77,1.54,0.77,,7.69,0,31.56
Brahim Díaz,1855,,,35.4,29.9,,0.29,1.65,1.31,,6.5,0,37.71
Matthijs de Ligt,1217,,,79.6,73.0,,0.44,0.96,0.59,,6.74,1,80.33
Nemanja Radonji?,916,,,28.7,17.9,,1.18,0.1,0.1,,3.73,0,21.73
Cheick Doucouré,1647,,,42.2,35.1,,0.27,3.01,1.91,,7.1,1,44.11
Raphael Framberger,176,,,32.0,16.5,,0.0,5.0,3.0,,4.0,0,23.5
Flavius Daniliuc,1031,,,50.5,43.8,,0.26,2.26,1.13,,5.48,1,50.41
Mario Lemina,192,,,43.3,38.1,,0.0,1.9,1.43,,7.14,1,46.67
Rafa Mir,1808,,,17.5,12.0,,1.09,0.35,0.35,,3.53,0,15.88
Junya Ito,1511,,,32.0,19.7,,0.71,1.37,0.77,,4.29,0,24.76
Jamal Musiala,1465,,,45.3,37.8,,0.98,2.33,1.53,,9.94,1,49.27
Lazar Samardzic,836,,,45.9,36.7,,1.29,1.83,0.86,,7.1,1,44.66
Bruno Fernandes,1888,,,51.4,38.1,,0.62,2.43,1.38,,6.29,1,45.77
Steve Mandanda,810,,,44.0,35.4,,0.0,0.0,0.0,,4.33,1,39.73
Pierluigi Gollini,270,,,42.0,32.0,,0.0,0.33,0.0,,0.67,0,32.67
Martin Ødegaard,1684,,,48.4,38.3,,0.86,1.02,0.7,,5.19,1,44.19
Remo Freuler,2369,,,64.2,55.1,,0.23,2.43,1.63,,10.8,1,67.53
Warmed Omari,172,,,84.7,78.9,,0.0,0.53,0.0,,8.95,1,87.85
Harry Kane,2055,,,23.5,16.3,,1.58,0.31,0.26,,2.15,0,18.71
Abdou Harroui,452,,,59.4,51.4,,0.4,2.4,1.8,,11.0,1,64.2
Will Hughes,376,,,40.5,29.8,,0.48,3.33,1.67,,8.1,1,39.57
Mykhailo Mudryk,147,,,31.3,25.0,,0.0,3.75,3.75,,6.25,0,35.0
Iván Sánchez,708,,,40.6,32.9,,0.63,1.14,0.89,,4.94,0,38.73
Loren Morón,15,,,20.0,15.0,,0.0,10.0,10.0,,5.0,0,30.0
Junior Dina Ebimbe,316,,,60.9,54.9,,0.29,2.29,1.71,,6.57,1,63.18
Jeremie Boga,393,,,51.6,41.4,,0.45,0.68,0.45,,3.41,1,45.26
Eduardo Camavinga,143,,,46.9,42.5,,0.0,3.13,1.88,,8.13,1,52.51
Pietro Pellegri,216,,,16.7,11.7,,0.83,1.25,1.25,,2.5,0,15.45
Gonzalo Castro,436,,,36.0,23.5,,0.42,1.46,1.25,,7.71,0,32.46
Eric Martel,1023,,,40.1,31.5,,0.26,2.72,1.75,,7.02,1,40.27
Javier Manquillo,1257,,,29.0,21.3,,0.14,2.93,1.71,,7.14,0,30.15
Abdou Diallo,877,,,72.1,64.4,,0.1,2.47,1.86,,5.98,1,72.24
Alexis Claude-Maurice,209,,,43.5,38.3,,0.43,1.3,1.3,,8.26,1,47.86
Lucas Chevalier,1440,,,32.0,24.5,,0.0,0.06,0.06,,1.31,0,25.87
Santiago Ascacíbar,727,,,53.7,44.2,,0.37,3.7,1.73,,7.65,1,53.58
Willian José,1604,,,29.9,23.2,,0.45,0.9,0.73,,3.93,0,27.86
Clément Lenglet,935,,,69.2,60.8,,0.0,1.63,0.77,,4.62,1,66.19
Opa Nguette,1048,,,22.2,16.8,,0.6,2.24,1.55,,5.78,0,24.13
Jessy Moulin,630,,,33.9,23.7,,0.0,0.0,0.0,,5.0,0,28.7
Pablo Maffeo,2945,,,40.3,27.6,,0.21,2.6,1.68,,7.03,0,36.31
Jérôme Hergault,352,,,56.4,42.3,,0.0,1.03,0.51,,10.5,1,53.31
Pepe Reina,1350,,,35.0,28.5,,0.0,0.07,0.07,,4.07,0,32.64
Karim Rekik,1098,,,62.0,56.8,,0.0,1.56,1.07,,7.38,1,65.25
Maxime Busi,614,,,46.2,32.8,,0.0,2.35,1.76,,6.91,1,41.47
Alidu Seidu,1753,,,48.8,41.3,,0.05,1.85,1.18,,7.59,1,50.07
Alvaro Sanz,29,,,46.7,40.0,,0.0,0.0,0.0,,6.67,1,46.67
Gonzalo Verdú,436,,,42.1,34.4,,0.42,0.83,0.21,,3.96,0,38.57
José Carlos Lazo,127,,,17.1,12.1,,0.71,2.86,1.43,,3.57,0,17.1
Ilan Kebbal,1772,,,42.6,31.6,,0.3,1.68,1.07,,7.01,1,39.68
Mauro Arambarri,2663,,,42.6,32.0,,0.27,2.16,1.25,,9.59,1,42.84
Gabriel Vidovic,19,,,65.0,50.0,,0.0,0.0,0.0,,15.0,1,65.0
Cucho,1147,,,31.0,20.0,,0.79,1.26,0.39,,7.01,0,27.4
Juan Perea,256,,,18.6,11.8,,0.0,1.43,1.07,,4.29,0,17.16
Oriol Busquets,201,,,58.2,52.3,,0.0,1.36,0.91,,8.64,1,61.85
Youcef Belaïli,825,,,42.4,29.8,,0.65,0.54,0.22,,5.0,0,35.02
Antonio Rüdiger,3035,,,72.6,64.2,,0.39,1.57,0.83,,8.43,1,73.46
Diego Coppola,619,,,45.7,33.0,,0.0,2.03,1.16,,5.94,1,40.1
Ismaily,1449,,,59.5,48.1,,0.31,2.36,0.99,,5.9,1,54.99
Duccio Degli Innocenti,3,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0,0.0
Kerem Demirbay,2049,,,61.4,47.0,,0.48,2.59,1.71,,10.0,1,58.71
Fabián Ruiz Peña,2384,,,83.0,74.4,,0.49,2.08,1.55,,8.72,1,84.67
Alexandre Lacazette,1782,,,23.0,17.7,,0.61,1.31,0.96,,3.79,0,22.45
Malo Gusto,1884,,,71.5,62.2,,0.0,2.97,1.96,,8.71,1,72.87
Andrew Gravillon,1038,,,38.7,28.7,,0.09,1.39,0.7,,5.65,0,35.05
Jürgen Locadia,23,,,10.0,6.67,,0.0,3.33,3.33,,3.33,0,13.33
Phil Foden,1045,,,54.9,44.1,,1.21,1.03,0.6,,5.17,1,49.87
Tammy Abraham,1582,,,20.1,13.7,,1.25,0.74,0.4,,1.87,0,15.97
Casemiro,2569,,,69.6,60.1,,0.32,3.16,2.25,,12.2,1,74.55
Denis Zakaria,1395,,,52.8,47.5,,0.26,1.87,1.23,,10.9,1,59.63
Ivan Rakiti?,2182,,,68.3,57.7,,0.41,1.65,1.12,,9.3,1,68.12
Eduard Sobol,177,,,36.5,25.0,,0.0,1.0,0.5,,5.0,0,30.5
Sead Kolainac,440,,,50.2,39.2,,0.0,1.22,1.02,,8.57,1,48.79
Issiaga Sylla,1372,,,55.1,42.4,,0.2,1.84,0.99,,7.89,1,51.28
Rob Holding,19,,,30.0,25.0,,0.0,5.0,5.0,,10.0,1,40.0
Trent Alexander-Arnold,2853,,,85.4,63.5,,0.44,1.39,0.76,,10.1,1,74.36
Jimmy Giraudon,1619,,,47.7,41.4,,0.0,0.56,0.39,,7.44,1,49.23
Fabian Bredlow,90,,,41.0,37.0,,0.0,0.0,0.0,,2.0,0,39.0
Houboulang Mendes,694,,,34.7,24.5,,0.0,1.69,1.04,,3.64,0,29.18
Álex Berenguer,1366,,,35.5,24.1,,0.66,2.24,1.45,,4.47,0,30.02
Ruan Levine,9,,,30.0,30.0,,10.0,10.0,10.0,,10.0,1,50.0
Martín Montoya,518,,,54.0,44.1,,0.34,3.1,1.55,,8.1,1,53.75
Mouhamadou Diarra,821,,,34.9,25.8,,0.44,1.65,1.1,,6.15,0,33.05
Joe Gomez,1106,,,83.7,70.7,,0.0,1.87,1.38,,8.37,1,80.45
Harrison Reed,1815,,,38.1,28.7,,0.2,1.19,0.79,,4.95,0,34.44
Arthur Theate,2424,,,54.9,46.0,,0.22,1.52,0.93,,8.51,1,55.44
Hianga Mananga Mbock,799,,,32.5,28.5,,0.0,2.58,1.57,,7.87,0,37.94
Che Adams,1577,,,22.2,14.6,,0.74,0.86,0.69,,2.29,0,17.58
Benoît Badiashile,839,,,50.3,43.3,,0.32,1.08,0.86,,7.2,1,51.36
Youssoufa Moukoko,223,,,17.2,14.4,,1.2,0.4,0.4,,6.8,0,21.6
Bryan Mbeumo,2905,,,25.2,16.8,,0.59,1.18,0.77,,5.54,0,23.11
Gabriel Silva,713,,,43.3,31.3,,0.0,1.52,1.14,,6.84,0,39.28
Nadir Zortea,1410,,,31.0,20.3,,0.25,1.72,0.83,,5.99,0,27.12
Djené,1536,,,38.7,31.7,,0.0,0.94,0.58,,6.67,0,38.95
André Onana,1170,,,40.4,31.8,,0.0,0.0,0.0,,0.92,0,32.72
David García,3105,,,41.2,34.1,,0.12,1.01,0.67,,11.0,1,45.77
Faouzi Ghoulam,332,,,76.2,63.5,,0.27,0.54,0.54,,7.3,1,71.34
Raheem Sterling,1144,,,31.2,23.3,,0.79,0.79,0.39,,3.23,0,26.92
Maxence Caqueret,1463,,,58.7,49.4,,0.43,3.13,1.66,,7.67,1,58.73
Benjamin Leroy,1718,,,27.2,16.2,,0.0,0.0,0.0,,1.62,0,17.82
Kristoffer Askildsen,592,,,33.5,21.4,,0.45,1.06,0.45,,5.61,0,27.46
Félix Lemaréchal,9,,,150.0,120.0,,0.0,0.0,0.0,,30.0,1,150.0
Immanuel Pherai,1,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0,0.0
Diego Llorente,2340,,,51.7,42.6,,0.12,2.15,1.35,,10.6,1,54.55
Jonas Hector,2553,,,57.9,43.9,,0.18,3.03,1.83,,9.79,1,55.52
Islam Slimani,986,,,33.4,23.7,,0.18,0.45,0.27,,1.45,0,25.42
Nani,287,,,40.0,29.1,,0.0,0.94,0.63,,7.19,0,36.92
Lilian Egloff,241,,,27.0,15.6,,0.0,4.44,3.7,,4.81,0,24.11
Banzouzi Locko,1059,,,39.8,30.7,,0.0,2.71,1.36,,6.53,0,38.59
João Félix,1263,,,32.9,24.4,,1.07,0.43,0.36,,4.0,0,28.76
Nathan Aké,1156,,,92.0,84.2,,0.0,1.25,0.55,,5.0,1,89.75
Mario Gaspar,623,,,53.3,43.2,,0.14,1.74,1.45,,6.67,1,51.32
Matthijs de Ligt,2674,,,56.0,50.4,,0.34,1.28,0.77,,8.35,1,59.52
Martin Adeline,107,,,34.2,24.2,,0.0,2.5,2.5,,9.17,0,35.87
Mohamed Elneny,806,,,61.6,57.6,,0.22,1.89,1.0,,10.4,1,69.0
Alfonso Pedraza,1701,,,53.2,38.8,,0.48,1.85,1.01,,6.88,1,46.69
Paul Onuachu,118,,,23.1,15.4,,0.77,0.0,0.0,,1.54,0,16.94
Filip Uremovi?,780,,,39.4,31.8,,0.11,1.61,0.57,,5.29,0,37.66
Joaquín,471,,,51.7,40.4,,0.77,0.96,0.77,,7.88,1,49.05
Mërgim Vojvoda,1976,,,53.0,41.5,,0.32,1.86,0.73,,8.09,1,50.32
Mattia Zanotti,9,,,130.0,130.0,,0.0,0.0,0.0,,0.0,1,130.0
Óscar Valentín,1220,,,44.6,36.8,,0.0,3.9,1.99,,6.54,1,45.33
Guido Rodríguez,1478,,,52.1,45.2,,0.24,2.93,1.89,,6.22,1,53.31
Emirhan Ýlkhan,87,,,43.0,36.0,,0.0,1.0,1.0,,7.0,1,44.0
Paul Seguin,2108,,,47.2,36.5,,0.09,2.26,1.37,,10.3,1,48.17
Jordan Lotomba,1782,,,50.7,41.5,,0.1,1.77,0.86,,6.77,1,49.13
Unai Vencedor Paris,141,,,56.9,50.6,,0.63,1.88,0.63,,7.5,1,58.73
Ryan Sessegnon,1047,,,36.6,27.2,,0.09,2.33,1.21,,5.26,0,33.67
Cédric Hountondji,2034,,,43.8,37.8,,0.13,1.86,1.24,,7.08,1,46.12
Branimir Hrgota,2777,,,24.2,17.3,,0.65,1.52,0.84,,5.89,0,24.03
Álvaro Odriozola,1733,,,54.3,47.5,,0.1,1.4,0.88,,6.63,1,55.01
Philippe Koffi,375,,,19.0,12.1,,0.48,1.19,0.48,,4.05,0,16.63
Piotr Zieli?ski,1314,,,57.1,47.2,,0.96,0.68,0.41,,4.04,1,51.65
Julian Weigl,1231,,,54.6,48.1,,0.0,2.04,0.88,,5.4,1,54.38
Raimonds Krollis,15,,,10.0,5.0,,5.0,5.0,5.0,,0.0,0,10.0
Chrislain Matsima,227,,,50.8,43.2,,0.0,0.0,0.0,,3.6,1,46.8
Ruben Loftus-Cheek,1032,,,53.4,45.5,,0.17,1.57,0.78,,6.0,1,52.28
Umar Sadiq,240,,,13.3,8.15,,1.11,0.0,0.0,,2.96,0,11.11
Burak Yýlmaz,2211,,,23.0,16.6,,1.02,0.16,0.12,,2.4,0,19.12
Moise Kean,1098,,,19.5,14.7,,0.82,0.82,0.49,,4.34,0,19.53
Diego Rico,1044,,,54.6,41.0,,0.09,1.72,1.12,,5.6,1,47.72
Joakim Mæhle,1050,,,61.2,49.4,,0.34,1.62,0.94,,6.07,1,56.41
Paul Bernardoni,1710,,,30.4,17.5,,0.0,0.0,0.0,,6.26,0,23.76
Unai López,1160,,,63.4,51.7,,0.54,2.17,1.4,,8.29,1,61.39
Lucas Vázquez,426,,,74.7,65.1,,0.64,2.77,1.49,,5.11,1,71.7
Stefan Ilsanker,266,,,38.7,32.0,,0.0,4.67,2.67,,15.7,1,50.37
Leander Dendoncker,214,,,41.3,35.8,,0.83,1.67,0.83,,6.67,1,43.3
Philipp Lienhart,2870,,,54.1,46.6,,0.22,0.75,0.41,,11.1,1,58.11
Marcelo Brozovi?,2937,,,79.6,72.9,,0.4,2.3,1.44,,11.6,1,85.94
Ibrahima Koné,647,,,20.4,12.6,,0.69,0.83,0.42,,2.36,0,15.38
Tyrone Mings,3189,,,44.6,35.9,,0.14,1.02,0.59,,8.87,1,45.36
Atakan Karazor,1898,,,49.1,41.2,,0.09,2.27,1.33,,12.5,1,55.03
Yeray Álvarez,1860,,,48.1,39.9,,0.0,1.64,0.92,,12.2,1,53.02
Lee Dongjun,118,,,13.8,10.0,,0.77,1.54,0.77,,8.46,0,19.23
Douglas Luiz,2715,,,49.5,41.3,,0.26,2.12,1.42,,9.44,1,52.16
Luca Koleosho,25,,,40.0,23.3,,0.0,0.0,0.0,,6.67,0,29.97
Joe Gomez,331,,,77.3,61.6,,0.0,1.89,1.08,,11.9,1,74.58
Anthony Ujah,35,,,22.5,12.5,,2.5,0.0,0.0,,5.0,0,17.5
Pierrick Capelle,1193,,,42.2,34.8,,0.08,2.71,2.11,,9.1,1,46.01
Fernando Forestieri,58,,,38.3,26.7,,3.33,1.67,1.67,,8.33,0,36.7
Abdoul Kader Bamba,78,,,48.9,40.0,,1.11,0.0,0.0,,5.56,1,45.56
Marwin Hitz,405,,,39.3,34.4,,0.0,0.0,0.0,,6.67,1,41.07
Samir Santos,1421,,,43.5,34.9,,0.19,2.72,1.46,,7.66,1,44.02
Nico Schulz,836,,,71.7,59.6,,0.22,2.8,1.94,,10.6,1,72.14
Rémy Cabella,1197,,,65.5,53.0,,1.05,2.56,1.65,,5.86,1,60.51
Giorgi Mamardashvili,1620,,,27.5,16.0,,0.0,0.0,0.0,,4.33,0,20.33
Hwang Hee-chan,49,,,16.0,12.0,,0.0,0.0,0.0,,6.0,0,18.0
Matías Vecino,377,,,50.0,38.8,,0.48,1.9,0.71,,11.0,1,50.51
Ricardo Rodríguez,2473,,,53.1,45.8,,0.0,1.71,0.87,,8.58,1,55.25
Noah Guede-Nadje,3,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0,0.0
Tanguy Coulibaly,35,,,65.0,45.0,,0.0,7.5,5.0,,17.5,1,67.5
Daniel Wass,45,,,54.0,44.0,,0.0,2.0,0.0,,10.0,1,54.0
Lukas Klünter,194,,,45.5,30.5,,0.0,0.91,0.91,,10.0,1,41.41
Tomás Pina Isla,1444,,,36.7,29.3,,0.06,2.19,1.56,,11.3,1,42.16
Joselu,3122,,,32.3,19.8,,0.95,0.49,0.23,,4.7,0,24.73
Diogo Jota,2364,,,29.3,21.6,,1.25,1.37,0.8,,5.36,0,27.76
Óscar Gil,1265,,,36.9,28.7,,0.14,2.48,1.28,,3.76,0,33.74
Richarlison,2523,,,20.4,12.6,,0.71,1.43,0.96,,6.61,0,20.17
Henrique,1105,,,65.9,57.1,,0.0,1.71,0.89,,8.78,1,66.77
Davide Marfella,11,,,10.0,10.0,,0.0,0.0,0.0,,0.0,0,10.0
Kasim Nuhu,5,,,60.0,50.0,,10.0,0.0,0.0,,30.0,1,80.0
Chema,45,,,30.0,18.0,,0.0,0.0,0.0,,12.0,0,30.0
Ainsley Maitland-Niles,634,,,42.4,34.6,,0.0,2.71,1.57,,5.71,1,41.88
Anthony Rouault,1972,,,54.9,47.5,,0.27,1.69,1.14,,5.84,1,54.48
Ryan Yates,1392,,,30.9,24.1,,0.32,1.74,0.9,,6.0,0,31.0
Antonin Bobichon,38,,,50.0,40.0,,0.0,0.0,0.0,,12.5,1,52.5
Toma Bai?,982,,,41.6,35.1,,1.01,1.1,0.73,,6.51,1,42.34
Alex Sola,41,,,42.0,30.0,,0.0,2.0,2.0,,4.0,0,36.0
Philipp Tschauner,3,,,5.0,3.0,,0.0,0.0,0.0,,0.0,0,3.0
Vincent Manceau,2361,,,61.3,54.5,,0.0,1.3,0.65,,8.78,1,63.93
Domenico Berardi,914,,,43.4,29.5,,0.78,1.27,0.98,,4.41,0,34.89
Fredrik Jensen,418,,,24.6,13.5,,0.22,1.3,0.22,,6.96,0,20.68
Oleksandr Zinchenko,1047,,,91.5,81.6,,0.34,1.72,0.95,,9.83,1,92.38
Rodrigo Bentancur,1500,,,52.6,44.1,,0.54,2.69,1.68,,7.66,1,53.44
Marin Pongra?i?,790,,,41.0,33.6,,0.0,1.82,1.59,,6.7,1,41.89
Tiemoué Bakayoko,501,,,55.7,49.3,,0.0,3.39,2.32,,12.3,1,63.92
Dominic Calvert-Lewin,731,,,17.2,10.6,,0.49,0.37,0.12,,2.1,0,12.82
Marius Bülter,1490,,,28.1,16.9,,0.42,0.72,0.3,,4.34,0,21.54
Sven Michel,264,,,35.9,19.0,,0.69,1.72,0.69,,5.52,0,25.21
Lys Mousset,160,,,26.7,21.7,,0.56,0.0,0.0,,5.56,0,27.26
Pedrosa,2720,,,42.4,32.0,,0.23,1.95,1.16,,7.28,1,40.44
Umar Sadiq,82,,,14.4,14.4,,1.11,1.11,1.11,,1.11,0,16.62
Liam Delap,10,,,10.0,10.0,,0.0,0.0,0.0,,0.0,0,10.0
Terem Moffi,2711,,,18.9,14.1,,0.66,0.73,0.47,,3.69,0,18.26
Mattia Perin,405,,,30.4,24.2,,0.0,0.0,0.0,,4.67,0,28.87
Mads Bech Sørensen,835,,,53.8,41.7,,0.0,1.29,0.75,,10.8,1,53.25
Gianluca Frabotta,20,,,45.0,20.0,,0.0,0.0,0.0,,20.0,1,40.0
Raúl Guti,763,,,30.0,24.7,,0.47,1.65,0.94,,5.18,0,30.82
Ismael Diallo,1526,,,45.6,34.1,,0.0,1.59,1.12,,7.29,1,42.51
Anuar,210,,,17.4,13.0,,0.43,1.74,1.74,,4.35,0,19.09
Conor Gallagher,841,,,53.3,42.2,,0.54,3.01,2.04,,5.7,1,49.94
Christoph Kramer,748,,,56.3,44.6,,0.12,3.98,2.29,,12.9,1,59.79
Ander Martin,41,,,48.0,24.0,,0.0,4.0,4.0,,10.0,0,38.0
Riccardo Calafiori,82,,,22.2,12.2,,0.0,1.11,0.0,,7.78,0,19.98
Raúl García,1802,,,29.7,18.6,,0.6,1.2,0.9,,5.25,0,24.75
Jan Morávek,471,,,35.6,25.4,,0.0,2.5,0.96,,11.2,0,37.56
Ibrahim Amadou,401,,,38.9,33.8,,0.0,2.0,1.33,,5.33,1,40.46
Gaëtan Poussin,1170,,,37.0,26.5,,0.0,0.0,0.0,,5.0,0,31.5
Javi Martínez,879,,,40.7,29.2,,0.2,2.45,1.43,,8.88,0,39.51
Filip Kosti?,1484,,,42.9,29.9,,0.42,1.76,1.21,,5.15,0,36.26
Jack Stephens,273,,,30.0,24.3,,0.0,2.33,1.67,,5.0,0,30.97
Trevoh Chalobah,1449,,,77.0,70.7,,0.43,2.36,1.3,,10.0,1,82.0
Cafú,7,,,20.0,20.0,,0.0,0.0,0.0,,10.0,0,30.0
Kingsley Schindler,567,,,42.7,26.0,,0.0,2.54,1.59,,5.56,0,33.15
Simon Kjær,802,,,51.0,45.1,,0.11,2.58,1.57,,6.29,1,52.96
Jérôme Boateng,315,,,46.3,36.6,,0.0,0.57,0.0,,2.57,0,39.17
Óscar de Marcos,1679,,,60.6,47.0,,0.16,2.78,1.76,,9.09,1,57.85
Casemiro,1230,,,62.4,48.5,,0.36,4.09,1.9,,7.81,1,58.21
Levin Öztunalý,572,,,28.4,20.3,,0.31,2.34,1.41,,7.03,0,28.74
Bukayo Saka,2978,,,35.8,26.9,,0.88,1.12,0.69,,6.04,0,33.63
Chris Wood,1327,,,21.8,12.2,,0.41,0.27,0.2,,3.47,0,15.87
Tom Cleverley,1616,,,34.8,25.6,,0.39,1.89,1.5,,7.44,0,34.54
Patrick Ciurria,1245,,,44.3,35.6,,0.58,1.45,0.65,,4.35,1,40.6
Henrikh Mkhitaryan,2495,,,42.3,35.0,,0.54,1.73,1.16,,9.53,1,45.69
Paul Akouokou,516,,,57.5,50.4,,0.0,2.98,2.11,,9.65,1,62.16
Simone Romagnoli,1497,,,46.5,36.7,,0.12,1.57,0.84,,11.1,1,48.64
Jakub Kami?ski,1138,,,25.6,18.5,,0.4,1.67,1.11,,3.97,0,23.58
Aimen Moueffek,432,,,48.3,42.1,,0.21,1.46,1.25,,12.1,1,55.45
Joe Worrall,1251,,,52.0,41.7,,0.0,2.3,0.94,,5.4,1,48.04
Tim Krul,2610,,,36.4,25.2,,0.0,0.0,0.0,,5.03,0,30.23
Iago Aspas,3087,,,39.6,28.5,,1.08,0.41,0.2,,5.63,0,34.33
Ademola Lookman,1299,,,33.4,25.4,,1.04,0.56,0.21,,4.86,0,30.47
Paolo Lebas,55,,,26.7,20.0,,0.0,0.0,0.0,,5.0,0,25.0
Isaac Hayden,1002,,,28.6,23.0,,0.09,3.06,1.62,,6.94,0,31.56
Ederson,1890,,,36.4,31.7,,0.0,0.05,0.0,,1.14,0,32.84
Kevin Paredes,293,,,32.1,23.9,,0.61,2.73,1.82,,6.97,0,32.69
Néstor Araujo,2617,,,52.2,45.7,,0.03,0.93,0.58,,9.73,1,56.01
Fabio Depaoli,1170,,,32.3,21.5,,0.31,2.0,1.08,,5.62,0,28.2
Julio César Enciso,131,,,19.3,12.7,,4.0,0.67,0.0,,2.67,0,15.37
Rasmus Højlund,954,,,21.6,16.1,,1.32,0.28,0.19,,3.3,0,19.59
Wesley Saïd,597,,,26.2,21.2,,1.36,0.61,0.15,,2.88,0,24.23
Luke Shaw,1503,,,74.3,61.1,,0.18,1.8,0.9,,6.83,1,68.83
Federico Santander,67,,,42.9,28.6,,1.43,2.86,2.86,,2.86,0,34.32
Loum Ndiaye,2312,,,32.1,23.9,,0.31,2.1,1.25,,11.8,0,36.95
Harry Maguire,2515,,,54.2,47.3,,0.36,1.47,0.93,,10.2,1,58.43
Willy Boly,900,,,54.1,45.0,,0.1,2.7,2.2,,10.2,1,57.4
Ruben Vargas,1984,,,26.5,18.6,,0.27,1.36,0.68,,6.59,0,25.87
Mikel Merino,2890,,,54.8,42.6,,0.47,2.37,1.56,,10.6,1,54.76
Erik Palmer-Brown,1877,,,41.1,34.7,,0.05,1.29,0.77,,5.41,1,40.88
Luca Netz,1396,,,36.7,28.9,,0.32,1.61,1.16,,5.87,0,35.93
Ivan Provedel,2761,,,38.6,24.0,,0.03,0.0,0.0,,4.5,0,28.5
Justin Kluivert,1868,,,33.6,21.6,,0.48,1.15,0.58,,4.9,0,27.08
Kristijan Jaki?,1106,,,54.9,41.1,,0.24,2.11,1.38,,7.8,1,50.28
Cristiano Ronaldo,525,,,27.9,20.9,,1.03,0.34,0.34,,2.07,0,23.31
Manu García,1077,,,48.5,36.9,,0.08,1.33,1.08,,9.75,1,47.73
Carlos,1759,,,52.3,42.9,,0.46,1.64,0.87,,4.77,1,48.54
Shandon Baptiste,910,,,30.2,25.1,,0.4,0.69,0.4,,8.12,0,33.62
Alex McCarthy,1530,,,30.0,18.5,,0.0,0.0,0.0,,3.59,0,22.09
Jonny Castro,1024,,,52.6,44.4,,0.44,2.37,1.84,,7.54,1,53.78
Martin Satriano,38,,,25.0,15.0,,0.0,2.5,2.5,,12.5,0,30.0
Ciprian T?t?ru?anu,540,,,34.3,27.0,,0.0,0.0,0.0,,3.17,0,30.17
Samuel Loric,269,,,42.7,29.3,,0.0,2.33,1.0,,7.67,0,37.97
Emmanuel Gyasi,3035,,,28.0,23.0,,0.42,1.72,1.01,,6.05,0,30.06
Matías Dituro,3420,,,38.4,24.4,,0.03,0.0,0.0,,5.18,0,29.58
José Pozo,75,,,48.8,36.3,,0.0,1.25,1.25,,6.25,1,43.8
Patrick Bamford,593,,,19.1,13.5,,1.36,0.61,0.45,,2.88,0,16.83
Wajdi Kechrida,952,,,32.4,23.5,,0.09,1.51,1.13,,6.23,0,30.86
Jonathan Bamba,1454,,,45.9,36.0,,0.93,0.99,0.49,,5.31,1,41.8
Angel Gomes,1675,,,55.9,47.4,,0.43,1.45,0.75,,4.46,1,52.61
Matthias Ginter,1800,,,57.6,47.9,,0.3,1.3,0.7,,5.2,1,53.8
Jean-Armel Kana-Biyik,664,,,42.3,37.4,,0.0,1.89,1.76,,7.84,1,47.0
Matìas Soulé,238,,,42.7,35.0,,1.15,1.54,1.15,,5.0,1,41.15
Oliver Abildgaard,11,,,30.0,20.0,,0.0,10.0,10.0,,10.0,1,40.0
Lee Buchanan,269,,,47.3,32.3,,0.33,2.33,2.0,,5.67,1,39.97
Jesús Navas,1786,,,71.6,55.7,,0.05,0.96,0.3,,7.12,1,63.12
Gerard Piqué,2092,,,71.7,65.0,,0.13,0.95,0.69,,11.8,1,77.49
Granit Xhaka,2327,,,59.8,52.0,,0.19,1.51,0.93,,9.58,1,62.51
Nathan Redmond,1833,,,35.6,25.0,,0.44,0.98,0.64,,6.96,0,32.6
Nuno Mendes,1658,,,61.6,53.9,,0.05,2.45,1.36,,7.77,1,63.03
Luis Rioja,3111,,,26.9,16.2,,0.43,0.87,0.46,,7.4,0,24.06
Takuma Asano,1608,,,21.1,14.7,,0.61,0.89,0.61,,5.81,0,21.12
Matteo Pessina,1534,,,59.2,50.2,,0.24,1.24,0.76,,6.35,1,57.31
Nemanja Radonji?,18,,,50.0,45.0,,0.0,0.0,0.0,,5.0,1,50.0
Filip Jörgensen,90,,,35.0,29.0,,0.0,0.0,0.0,,1.0,0,30.0
