name,minutes,passes_success,passes_total,shots_on_target,duels_won,duels_total,recoveries_high
Marcelo Brozovi?,2937,72.9,79.6,0.4,1.44,2.3,11.6
Cédric Brunner,2183,31.6,47.2,0.0,1.28,2.43,9.88
Lewis Brunt,24,70.0,70.0,0.0,0.0,0.0,6.67
Jacob Bruun Larsen,812,24.7,33.0,0.78,0.11,0.33,4.56
Bryan,753,18.5,28.9,0.24,0.83,1.55,7.62
Bryan,94,49.0,63.0,1.0,3.0,4.0,12.0
Ante Budimir,1738,11.7,18.8,0.93,0.57,1.19,4.15
Emi Buendía,1899,33.0,41.5,0.66,1.47,2.46,8.15
Osman Bukari,1012,21.3,28.5,0.8,0.89,1.61,7.86
Aleksander Buksa,63,8.57,21.4,0.0,0.0,0.0,7.14
Alessandro Buongiorno,1181,33.7,41.6,0.08,0.99,1.76,10.1
Sascha Burchert,1260,23.6,39.6,0.0,0.0,0.0,6.07
Delano Burgzorg,27,13.3,13.3,3.33,3.33,3.33,3.33
Jonathan Burkardt,2611,14.6,20.8,1.14,0.34,0.55,5.62
Roman Bürki,90,16.0,23.0,0.0,0.0,0.0,10.0
Dan Burn,1022,44.5,54.6,0.26,1.32,2.11,8.77
Dan Burn,1440,28.8,35.9,0.06,0.75,1.56,10.8
Maxime Busi,1296,37.6,48.5,0.14,0.97,1.6,6.74
Gianluca Busio,1950,34.5,41.7,0.23,1.8,2.76,6.45
Oriol Busquets,201,52.3,58.2,0.0,0.91,1.36,8.64
Sergio Busquets,3198,69.4,78.8,0.11,2.03,2.68,11.9
Jack Butland,765,24.1,32.8,0.0,0.0,0.0,3.29
Adrián Butzke,1,0.0,1.0,0.0,0.0,0.0,0.0
Marcin Bu?ka,90,21.0,23.0,0.0,0.0,0.0,3.0
Jamie Bynoe-Gittens,134,20.7,29.3,0.67,2.0,3.33,4.0
Sam Byram,1027,33.3,42.6,0.09,1.32,2.46,7.98
Erick Cabaco,403,25.3,36.0,0.0,0.22,0.44,7.33
Willy Caballero,180,19.5,29.5,0.0,0.0,0.0,3.0
Rémy Cabella,313,50.9,60.9,0.0,2.0,3.71,7.43
Jimmy Cabot,2008,48.8,61.5,0.13,2.2,4.13,8.43
Jovane Cabral,190,15.2,17.1,0.48,0.95,1.43,1.9
Leandro Cabrera,3330,38.0,50.0,0.16,0.73,1.16,7.43
Liberato Cacace,466,37.7,45.6,0.0,1.54,3.27,6.73
Martín Cáceres,832,34.6,49.8,0.11,1.3,1.96,10.3
Martín Cáceres,663,40.3,49.1,0.0,0.14,0.41,10.0
Anthony Caci,2395,48.6,61.2,0.19,1.95,2.74,8.87
Mathieu Cafaro,192,19.5,37.6,1.43,0.48,1.9,9.52
Yannick Cahuzac,618,31.9,36.8,0.0,0.29,0.43,6.81
Felipe Caicedo,284,16.9,24.7,0.94,0.63,0.94,4.69
Felipe Caicedo,23,10.0,26.7,0.0,0.0,0.0,3.33
Moisés Caicedo,660,30.7,37.5,0.55,1.64,2.74,11.5
Marc-Aurèle Caillard,1542,16.1,27.0,0.0,0.0,0.0,4.74
Jens Cajuste,364,18.5,24.8,1.25,1.75,2.25,5.75
Cala,947,20.8,28.4,0.0,0.76,1.43,8.29
Davide Calabria,2119,41.1,53.9,0.34,1.87,3.23,8.98
Riccardo Calafiori,82,12.2,22.2,0.0,0.0,1.11,7.78
Riccardo Calafiori,174,35.3,43.7,0.0,1.05,1.58,5.26
Mattia Caldara,2704,31.3,38.4,0.23,1.13,1.97,8.53
Calderón,65,61.4,67.1,0.0,1.43,1.43,7.14
Fernando Calero,1090,43.7,51.8,0.0,1.16,2.07,8.51
Duje ?aleta-Car,2057,72.8,78.9,0.17,0.61,0.96,6.99
Hakan Çalhanoðlu,2480,54.1,66.1,0.54,1.01,1.56,8.3
Daniel Caligiuri,2004,28.7,41.6,0.49,1.17,2.38,9.6
José Callejón,1298,33.8,43.0,0.42,1.04,1.39,4.93
Lucas Calodat,4,2.0,2.0,0.0,0.0,0.0,0.0
Dominic Calvert-Lewin,1283,12.6,20.4,0.77,0.77,0.98,3.43
Mahdi Camara,3073,37.5,44.6,0.44,1.73,2.99,8.8
Mamadou Camara,40,25.0,30.0,2.5,0.0,2.5,2.5
Víctor Camarasa,108,39.2,45.8,0.0,0.83,0.83,10.8
Eduardo Camavinga,143,42.5,46.9,0.0,1.88,3.13,8.13
Eduardo Camavinga,1191,57.4,63.7,0.38,2.42,3.79,8.18
Andrea Cambiaso,1790,35.6,45.7,0.25,1.41,2.21,9.05
José Campaña,1422,45.2,55.8,0.32,0.95,1.96,9.11
Chem Campbell,13,90.0,100.0,0.0,10.0,10.0,10.0
Emre Can,1690,64.5,75.7,0.11,1.91,2.61,11.9
Sergio Canales,2791,50.0,60.2,0.74,0.87,1.0,7.71
Matteo Cancellieri,227,18.8,27.2,0.4,1.6,2.0,7.2
João Cancelo,3227,76.7,91.4,0.64,1.5,2.48,9.72
Fali Candé,973,33.1,46.2,0.19,1.94,2.96,6.94
Antonio Candreva,3119,37.3,55.8,0.58,0.46,0.78,6.66
Sergi Canós,2083,19.6,32.4,0.52,0.95,2.47,7.88
Álex Cantero,610,13.7,19.6,0.74,1.18,1.62,3.97
Todd Cantwell,441,25.9,31.4,0.0,2.24,3.06,6.53
Ander Capa,4,1.0,2.0,0.0,0.0,0.0,0.0
Pierrick Capelle,1193,34.8,42.2,0.08,2.11,2.71,9.1
Leonardo Capezzi,175,21.6,25.3,0.0,1.05,2.11,9.47
Étienne Capoue,2290,46.4,52.6,0.2,1.34,1.97,8.78
Gianluca Caprari,2739,31.7,41.8,0.86,0.99,1.41,5.69
Francesco Caputo,156,16.5,20.6,0.0,0.0,0.0,3.53
Francesco Caputo,2790,14.7,19.5,0.9,0.13,0.16,2.68
Maxence Caqueret,2335,51.9,59.9,0.08,2.2,3.17,10.0
Andrea Carboni,2215,33.0,43.7,0.0,1.22,1.91,9.07
Isaac Carcelen,1544,32.4,43.0,0.23,1.4,2.97,9.36
Cárdenas,2160,20.3,30.0,0.0,0.0,0.0,4.25
Irvin Cardona,1334,14.3,21.3,0.81,0.34,1.08,4.39
Igor Carioca,1578,34.0,44.5,0.34,1.2,2.0,6.97
Carlo,7,40.0,40.0,0.0,0.0,0.0,0.0
Diego Carlos,2957,57.5,65.1,0.3,1.16,1.43,8.42
Carmona,24,20.0,40.0,0.0,0.0,0.0,10.0
Yannick Carrasco,2583,34.0,44.7,0.35,0.8,1.25,7.14
Guido Carrillo,1168,17.2,24.5,0.77,0.54,0.77,4.92
Dani Carvajal,1551,60.5,70.1,0.12,1.28,2.03,7.97
William Carvalho,1805,57.9,65.6,0.5,1.69,2.39,9.2
Nicolò Casale,2586,33.7,41.2,0.0,1.15,2.09,10.2
Casemiro,2569,60.1,69.6,0.32,2.25,3.16,12.2
Matty Cash,3377,29.9,42.3,0.35,1.17,2.4,7.6
Kiko Casilla,1260,22.9,34.4,0.0,0.0,0.0,5.64
Moreto Cassamã,801,40.0,48.8,0.79,1.24,1.69,9.21
Francesco Cassata,7,10.0,10.0,0.0,0.0,0.0,10.0
Timothy Castagne,2127,45.3,54.7,0.13,1.23,2.8,7.67
Koen Casteels,2520,30.3,38.6,0.0,0.0,0.0,5.29
Jean-Charles Castelletto,2510,37.6,43.0,0.14,1.15,1.83,8.96
Samu Castillejo,125,40.0,48.6,0.0,0.71,1.43,7.14
Gonzalo Castro,436,23.5,36.0,0.42,1.25,1.46,7.71
Jonny Castro,1024,44.4,52.6,0.44,1.84,2.37,7.54
Gaetano Castrovilli,1391,26.5,35.5,0.13,0.9,1.94,6.58
Danilo Cataldi,1707,62.7,73.1,0.21,0.89,1.84,9.68
Catena,3240,38.4,46.4,0.17,0.61,1.0,9.14
Craig Cathcart,2396,27.9,34.5,0.0,0.56,1.24,8.23
Edinson Cavani,766,21.2,26.5,0.71,0.24,0.47,4.0
Dani Ceballos,276,76.8,84.8,0.97,1.94,3.87,9.68
Pietro Ceccaroni,3122,40.8,49.1,0.17,0.75,1.53,8.04
Federico Ceccherini,2358,37.5,46.4,0.08,1.18,1.49,10.2
Emil Ceide,53,21.7,41.7,0.0,3.33,6.67,6.67
Zeki Çelik,2696,47.5,59.2,0.1,1.63,2.53,8.3
Fabien Centonze,1586,35.3,43.9,0.4,1.53,2.5,7.27
Luca Ceppitelli,1445,41.6,49.7,0.06,0.5,1.24,9.94
Franco Cervi,1801,28.8,38.1,0.4,2.3,3.5,8.9
Leonardo César Jardim,1530,16.4,25.6,0.0,0.0,0.0,3.94
Damir Ceter,6,10.0,20.0,0.0,0.0,0.0,0.0
Julian Chabot,490,37.4,45.4,0.19,1.3,2.59,10.0
Julian Chabot,209,52.2,65.2,0.0,1.3,2.17,14.3
El Chadaille Bitshiabu,5,60.0,60.0,0.0,0.0,0.0,0.0
Nassim Chadli,96,24.5,39.1,0.0,2.73,2.73,10.0
Kayky Chagas,7,20.0,20.0,0.0,0.0,0.0,0.0
Mehdi Chahiri,16,15.0,35.0,0.0,5.0,5.0,10.0
Trevoh Chalobah,1449,70.7,77.0,0.43,1.3,2.36,10.0
Calum Chambers,831,41.7,50.0,0.11,1.2,2.17,9.35
Calum Chambers,170,42.6,51.6,0.0,0.53,1.05,7.37
Dylan Chambost,753,44.6,55.5,0.12,1.43,2.62,8.81
Timothy Chandler,1212,27.6,41.8,0.22,0.89,1.48,5.85
Chapela,398,12.7,20.5,0.0,0.68,1.59,7.5
Brendan Chardonnet,2686,35.0,41.9,0.2,1.01,1.54,6.68
Xavier Chavalerin,220,33.3,40.8,0.0,0.83,1.67,7.92
Xavier Chavalerin,2717,26.3,34.6,0.36,1.36,1.95,5.3
Justin Che,41,46.0,54.0,0.0,2.0,2.0,2.0
Chema,45,18.0,30.0,0.0,0.0,0.0,12.0
Rayan Cherki,440,40.2,52.7,0.61,0.61,1.22,4.9
Denis Cheryshev,563,17.1,26.8,0.63,0.79,1.59,8.25
Daniel Chesters,1,0.0,0.0,0.0,0.0,0.0,0.0
Giorgio Chiellini,1354,52.0,61.5,0.0,0.67,1.33,8.8
Federico Chiesa,863,22.8,29.6,0.94,1.77,2.4,6.77
Ben Chilwell,542,44.2,57.3,1.0,0.83,1.67,7.0
Chiquinho,208,31.3,47.0,0.87,2.61,3.91,9.13
Vlad Chiriche?,2300,47.9,52.3,0.08,0.82,1.56,8.98
Pedro Chirivella,2637,49.9,58.8,0.2,0.92,1.67,9.11
Joris Chotard,2935,34.1,40.2,0.12,1.01,1.75,8.59
Hamza Choudhury,285,40.3,49.4,0.0,0.63,2.5,7.5
Andreas Christensen,1496,70.2,76.9,0.0,0.72,1.08,10.1
Max Christiansen,2054,33.0,40.3,0.04,1.23,2.41,11.3
Carney Chukwuemeka,301,29.7,36.4,0.3,0.61,0.91,7.58
Samuel Chukwueze,1333,23.2,32.0,0.47,0.47,0.74,5.27
Víctor Chust,1830,34.4,39.7,0.1,0.69,1.13,8.67
Riccardo Ciervo,227,20.8,29.2,0.4,2.0,2.8,5.6
Jasper Cillessen,1457,18.0,27.5,0.0,0.0,0.0,4.38
Pathé Ciss,1097,36.6,43.9,0.41,1.56,2.7,13.3
Moustapha Cissé,38,17.5,27.5,2.5,2.5,5.0,5.0
Giorgio Cittadini,4,1.0,2.0,0.0,0.0,0.0,1.0
Ciaran Clark,1014,24.4,30.8,0.09,1.15,1.5,7.61
Alexis Claude-Maurice,209,38.3,43.5,0.43,1.3,1.3,8.26
Jonathan Clauss,3046,37.9,56.2,0.5,1.04,1.95,6.01
Carlos Clerc,1514,40.1,52.0,0.0,1.01,2.26,7.92
Tom Cleverley,1616,25.6,34.8,0.39,1.5,1.89,7.44
Nathaniel Clyne,1351,37.5,47.9,0.13,0.73,1.47,6.93
Conor Coady,3361,39.4,43.8,0.11,0.48,0.83,6.3
Marcus Coco,930,22.5,32.1,0.19,1.94,3.11,7.48
Coke,118,43.1,51.5,0.77,2.31,3.08,11.5
Séamus Coleman,2656,30.9,41.9,0.03,1.42,2.44,9.12
Álex Collado,1020,24.8,33.1,0.71,1.59,2.92,7.08
Ebrima Colley,394,19.8,28.9,1.14,0.68,1.59,6.14
Omar Colley,2745,39.3,46.7,0.03,1.21,1.77,9.7
Nathan Collins,1670,24.9,34.5,0.27,1.24,1.61,12.4
Kingsley Coman,1359,37.2,47.4,1.32,0.6,1.06,6.09
Eray Cömert,408,35.1,42.2,0.22,0.44,1.11,9.56
Santi Comesaña,2682,41.6,49.9,0.17,2.15,3.05,11.0
Diego Conde,6,0.0,60.0,0.0,0.0,0.0,0.0
Aaron Connolly,156,8.82,10.6,0.0,0.0,0.0,4.12
Andrea Consigli,3322,31.1,39.7,0.0,0.0,0.0,4.63
Abdu Conté,1347,30.3,41.0,0.07,1.0,1.87,4.6
Andrea Conti,13,40.0,50.0,0.0,0.0,0.0,20.0
Andrea Conti,234,23.5,30.0,0.38,1.54,2.31,5.38
Liam Cooper,1814,47.4,55.6,0.05,0.89,1.73,12.5
Lucas Copado,16,20.0,30.0,0.0,0.0,0.0,10.0
Diego Coppola,249,27.1,33.9,0.0,1.43,2.86,7.86
Francis Coquelin,830,46.1,52.2,0.22,1.52,3.04,8.7
Sébastien Corchia,1324,25.4,38.1,0.2,1.63,2.72,6.12
Sergio Córdova,328,10.0,15.6,0.28,1.11,1.67,5.56
Jack Cork,1670,23.2,30.8,0.05,0.43,0.91,9.95
Maxwel Cornet,1766,14.5,22.1,1.12,0.56,1.02,5.82
Maxwel Cornet,63,47.1,57.1,0.0,1.43,4.29,5.71
Jesús Corona,1157,36.9,47.4,0.31,0.54,1.01,6.82
Ángel Correa,1856,23.4,31.8,1.07,0.73,1.17,5.29
Joaquín Correa,1025,25.1,30.1,1.4,0.61,1.14,4.91
Thierry Correia,1414,28.7,41.3,0.06,1.97,3.12,8.79
Danny da Costa,725,26.7,38.9,0.0,1.11,1.73,9.14
David Pereira da Costa,1464,40.8,49.0,0.55,0.86,1.29,5.03
Hélder Costa,1118,15.2,23.6,0.16,1.37,2.02,6.85
Hélder Costa,22,20.0,20.0,0.0,0.0,0.0,0.0
Jaume Costa,1828,36.2,49.3,0.1,1.18,2.12,9.75
Benoît Costil,2250,24.9,36.0,0.0,0.0,0.0,4.8
Vladimír Coufal,2209,40.1,57.8,0.16,0.9,1.8,10.8
Kalifa Coulibaly,850,12.7,21.5,1.17,0.53,0.64,2.45
Lassana Coulibaly,2332,27.0,33.1,0.27,1.74,2.36,10.6
Mamadou Coulibaly,808,28.2,37.0,0.44,1.0,2.11,10.9
Tanguy Coulibaly,1079,21.6,28.3,0.25,1.08,2.17,5.75
Thibaut Courtois,3240,26.0,31.6,0.0,0.0,0.0,3.69
Philippe Coutinho,1329,35.6,43.3,1.08,0.74,1.35,6.28
Philippe Coutinho,503,49.1,58.6,1.07,0.89,1.43,4.64
Nicolas Cozza,2770,36.8,44.8,0.1,1.53,2.73,6.88
Alessio Cragno,3150,21.6,34.7,0.0,0.03,0.03,4.31
Aaron Cresswell,2726,54.2,67.6,0.1,0.63,0.99,8.02
Charlie Cresswell,141,45.0,60.0,0.0,1.88,4.38,10.6
Domenico Criscito,1618,43.9,55.8,0.0,1.22,2.0,11.4
Bryan Cristante,2678,49.6,60.2,0.17,1.95,2.89,10.4
Cristo,17,55.0,60.0,0.0,0.0,0.0,20.0
Enzo Crivelli,102,15.5,20.9,0.91,0.91,0.91,2.73
Domen ?rnigoj,1881,23.9,32.1,0.57,0.81,1.44,7.7
Giovanni Crociata,15,35.0,45.0,0.0,0.0,0.0,10.0
Juan Cruz Armada,1934,36.6,44.2,0.0,0.7,1.3,9.44
Juan Cuadrado,2487,57.6,67.7,0.47,1.05,2.07,8.33
Cucho,1147,20.0,31.0,0.79,0.39,1.26,7.01
Marc Cucurella,3089,55.2,67.7,0.09,1.81,2.57,10.1
Marc Cucurella,23,50.0,70.0,0.0,3.33,3.33,13.3
Jorge Cuenca,2683,25.1,35.9,0.2,0.87,1.81,9.5
Mickaël Cuisance,918,27.9,36.0,0.1,1.18,1.76,8.33
Mickaël Cuisance,13,100.0,110.0,0.0,10.0,10.0,20.0
Luke Cundle,180,48.0,53.0,0.0,1.5,2.0,8.0
Matheus Cunha,64,17.1,18.6,1.43,0.0,0.0,8.57
Matheus Cunha,1063,14.2,19.7,1.19,1.44,2.2,4.75
Patrick Cutrone,1401,11.0,16.2,0.96,0.45,0.51,3.14
Wylan Cyprien,1490,44.0,54.6,0.48,1.08,1.93,9.82
Rafael Czichos,1402,56.0,66.8,0.0,1.41,1.86,11.5
Lennart-Marten Czyborra,131,19.3,38.0,0.0,0.67,0.67,5.33
Danilo D'Ambrosio,1000,58.9,66.4,0.27,1.62,2.61,8.56
Lucas Da Cunha,836,30.0,35.9,0.65,1.18,1.72,6.13
Lucas Da Cunha,393,27.7,38.0,0.68,1.82,3.18,9.09
Damien Da Silva,1126,63.0,70.6,0.08,0.64,1.04,8.08
Moanes Dabbur,1310,24.7,33.0,0.62,0.89,1.1,6.71
Colin Dagba,165,71.1,77.8,0.0,0.56,1.67,3.33
Finn Dahmen,180,31.5,40.0,0.0,0.0,0.0,3.5
Mahmoud Dahoud,1658,46.0,58.1,0.22,1.58,2.39,10.1
Patson Daka,1159,13.3,17.3,1.16,0.85,1.32,4.5
Stuart Dallas,2919,40.5,51.4,0.25,1.42,2.78,8.83
Diogo Dalot,1801,46.7,58.5,0.2,1.65,2.9,8.9
Mikkel Damsgaard,578,31.7,41.9,0.31,1.41,3.44,8.28
Flavius Daniliuc,1293,53.7,60.0,0.0,1.88,3.26,9.65
Danilo,1893,60.1,69.0,0.14,1.05,1.81,8.48
Kevin Danso,2790,52.3,59.3,0.13,1.13,1.74,9.81
Dante,2870,67.3,74.2,0.06,0.88,1.5,9.09
Ebrima Darboe,63,54.3,57.1,0.0,2.86,2.86,7.14
Márton Dárdai,755,31.9,44.2,0.36,0.71,1.67,7.02
Sergi Darder,3125,41.6,50.3,0.49,0.75,1.24,5.97
Vladimír Darida,1786,34.8,48.3,0.45,1.16,1.92,9.14
Karl Darlow,720,19.0,31.6,0.0,0.0,0.0,3.88
Matteo Darmian,1507,33.7,42.0,0.24,1.32,1.8,5.63
Josh Dasilva,257,24.5,30.3,0.0,0.69,1.38,10.3
Jonathan David,2804,16.9,21.4,0.96,0.61,0.87,4.81
Alphonso Davies,1740,58.2,69.2,0.31,1.3,2.18,10.9
Ben Davies,2538,48.8,56.7,0.25,0.64,1.42,7.13
Tom Davies,234,23.1,30.4,0.77,0.77,1.54,7.69
Keinan Davis,12,30.0,30.0,0.0,0.0,0.0,0.0
Pawe? Dawidowicz,1198,39.5,45.9,0.0,1.5,2.33,9.4
Craig Dawson,2754,33.2,40.3,0.16,0.69,1.08,8.66
Kevin De Bruyne,2201,47.8,63.4,1.27,0.57,0.9,7.1
Konrad De La Fuente,785,21.6,27.5,0.46,0.92,0.92,4.25
Sebastien De Maio,180,26.5,37.5,0.0,1.0,3.0,13.5
Tommaso De Nipoti,6,10.0,20.0,0.0,0.0,0.0,10.0
Rodrigo De Paul,2151,47.1,59.4,0.38,1.26,2.34,8.79
Mattia De Sciglio,1168,41.8,51.4,0.15,0.85,1.54,8.08
Lorenzo De Silvestri,2294,39.2,52.8,0.24,0.51,1.14,7.18
Saulo Decarli,9,60.0,60.0,10.0,0.0,0.0,20.0
Troy Deeney,25,10.0,20.0,0.0,0.0,0.0,0.0
Grégoire Defrel,1362,22.6,26.4,0.66,1.06,1.32,4.24
Alessandro Deiola,2129,25.3,32.5,0.46,1.05,1.81,9.54
Romain Del Castillo,975,30.0,40.5,0.28,1.57,2.41,9.07
Romain Del Castillo,28,36.7,50.0,0.0,3.33,6.67,6.67
Thomas Delaine,2316,33.7,45.4,0.19,1.09,2.18,5.68
Thomas Delaney,18,55.0,75.0,0.0,0.0,0.0,25.0
Thomas Delaney,1549,36.7,46.6,0.29,1.4,2.5,10.1
Liam Delap,10,10.0,10.0,0.0,0.0,0.0,0.0
Sacha Delaye,262,23.4,31.0,0.0,1.03,2.41,7.93
Filippo Delli Carri,334,23.2,32.4,0.54,1.35,2.97,6.76
Andy Delort,2448,15.4,25.2,1.36,0.37,0.55,3.82
Andy Delort,269,18.7,32.0,1.67,0.67,0.67,4.33
Fabian Delph,662,35.5,41.6,0.0,1.76,2.57,11.2
Moussa Dembélé,2207,12.6,18.1,1.51,0.45,0.69,3.71
Ousmane Dembélé,1409,38.7,52.3,0.57,1.21,1.66,4.97
Yusuf Demir,192,36.7,40.5,0.0,0.48,0.95,8.57
Merih Demiral,1917,33.0,37.8,0.28,1.17,1.88,9.2
Kerem Demirbay,2049,47.0,61.4,0.48,1.71,2.59,10.0
Ermedin Demirovi?,871,11.6,18.0,0.93,0.41,1.55,5.15
Diego Demme,692,70.3,77.9,0.13,1.82,2.47,10.6
Jason Denayer,1002,62.9,66.6,0.36,0.54,0.99,6.67
Leander Dendoncker,1950,32.7,37.4,0.46,1.11,2.07,8.25
Emmanuel Dennis,2581,15.0,22.1,0.94,0.98,1.6,5.75
Fabio Depaoli,112,18.3,27.5,0.0,0.0,2.5,5.83
Fabio Depaoli,703,23.5,37.2,0.51,0.64,1.54,7.56
Memphis Depay,1851,35.2,46.8,1.41,0.34,0.58,4.47
Mike van der Hoorn,14,15.0,20.0,0.0,10.0,10.0,0.0
Arthur Desmas,1304,20.5,28.6,0.0,0.0,0.0,4.21
Sergiño Dest,1512,52.4,59.5,0.18,1.43,2.14,6.49
Mattia Destro,1744,10.8,17.9,1.08,0.41,0.72,3.25
Gerard Deulofeu,2616,26.5,38.0,1.13,0.31,0.55,4.74
Kiernan Dewsbury Hall,2105,40.2,52.1,0.13,1.07,1.71,8.97
Jacopo Dezi,16,110.0,130.0,0.0,0.0,0.0,25.0
Samuel Di Carmine,36,12.5,12.5,0.0,0.0,0.0,5.0
Federico Di Francesco,1367,17.0,25.3,0.53,0.66,0.92,5.07
Giovanni Di Lorenzo,2869,63.7,72.4,0.16,1.35,2.16,7.24
Ángel Di María,1645,48.9,64.4,1.2,0.98,1.64,5.03
Francesco Di Mariano,62,15.7,20.0,0.0,1.43,1.43,0.0
Francesco Di Tacchio,1255,31.2,38.6,0.07,0.79,1.29,10.3
Boulaye Dia,1269,13.8,18.2,0.78,0.64,0.71,2.77
Moussa Diaby,2760,24.7,33.1,0.88,0.36,0.62,5.73
Yadaly Diaby,67,17.1,28.6,0.0,0.0,0.0,5.71
Mouctar Diakhaby,1948,25.1,32.4,0.05,1.48,2.13,9.72
Ibrahim Diakité,4,1.0,3.0,0.0,0.0,0.0,1.0
Abdou Diallo,877,64.4,72.1,0.1,1.86,2.47,5.98
Habib Diallo,1541,15.6,21.8,1.29,0.41,0.53,4.21
Ibrahima Diallo,1023,31.3,38.4,0.35,1.75,2.37,8.86
Mouhamadou Diarra,109,42.5,49.2,0.0,2.5,3.33,7.5
Stéphane Diarra,525,24.5,34.1,0.69,1.55,2.24,5.69
Raphael Dias Belloli,2915,25.2,39.5,0.65,0.77,1.67,6.54
Rúben Dias,2402,78.5,83.3,0.15,1.01,1.27,8.13
Krepin Diatta,285,25.9,33.1,0.94,1.25,1.25,7.81
Amadou Diawara,170,28.9,36.8,0.0,1.05,2.11,10.0
Brahim Díaz,1855,29.9,35.4,0.29,1.31,1.65,6.5
Javier Díaz,90,28.0,33.0,0.0,0.0,0.0,2.0
Luis Díaz,958,37.2,42.3,1.32,0.94,1.13,7.64
Víctor Díaz,1500,31.5,41.5,0.12,0.84,1.56,9.22
Daniel Didavi,277,25.8,36.8,0.97,0.32,2.58,5.81
Bamba Dieng,975,13.4,18.2,1.67,1.2,1.67,2.87
Eric Dier,3071,57.7,65.3,0.12,0.38,0.73,7.04
Elhadji Dieye,34,10.0,22.5,0.0,5.0,10.0,5.0
Lucas Digne,1269,44.8,58.4,0.14,0.71,1.35,8.51
Lucas Digne,1170,37.5,52.2,0.08,1.31,2.69,10.6
Virgil van Dijk,3060,67.3,74.1,0.38,0.35,0.62,12.1
Mitchell Dijks,694,34.4,44.9,0.0,1.82,2.86,4.94
Javairô Dilrosun,138,17.3,22.7,0.0,0.67,2.0,6.67
Javairô Dilrosun,1732,23.3,31.4,0.52,0.52,0.73,4.48
Federico Dimarco,1430,62.6,76.2,1.07,0.75,1.38,8.49
Landry Dimata,541,11.8,16.5,0.0,0.33,0.5,2.83
Stole Dimitrievski,2772,17.5,31.0,0.0,0.0,0.0,5.0
Junior Dina Ebimbe,316,54.9,60.9,0.29,1.71,2.29,6.57
Tristan Dingomé,1077,33.6,44.7,0.33,1.0,1.83,7.83
Sinaly Diomande,579,68.8,73.1,0.0,0.63,1.09,6.25
Issa Diop,963,37.8,43.8,0.19,0.28,0.84,8.97
Sofiane Diop,1948,33.6,45.4,0.56,0.93,1.67,6.85
Andy Diouf,14,35.0,45.0,0.0,5.0,10.0,15.0
Assane Dioussé,23,113.3,123.3,0.0,0.0,0.0,30.0
Axel Disasi,2721,50.9,57.6,0.07,0.89,1.42,9.4
Filippo Distefano,2,2.0,2.0,0.0,0.0,0.0,1.0
Matías Dituro,3420,24.4,38.4,0.03,0.0,0.0,5.18
Tiago Djaló,2329,51.4,58.5,0.19,1.51,2.55,8.53
Djené,3115,29.9,38.5,0.03,1.04,1.5,10.4
Moussa Djenepo,457,21.8,29.2,0.2,1.57,2.55,10.6
Koffi Djidji,1735,36.3,42.9,0.16,1.04,2.59,9.79
Alexander Djiku,2694,45.8,54.0,0.23,1.34,2.17,8.43
Bryan Djile Nokoué,57,36.7,48.3,0.0,3.33,6.67,8.33
Berat Djimsiti,2256,48.3,56.9,0.12,1.24,1.83,10.5
Ouparine Djoco,2116,21.0,31.2,0.0,0.0,0.0,5.79
Naïs Djouahra,219,29.2,40.8,0.83,0.83,1.67,8.33
Marko Dmitrovi?,540,31.2,37.3,0.0,0.0,0.0,5.5
Lewis Dobbin,32,10.0,17.5,0.0,5.0,5.0,5.0
Matt Doherty,875,45.4,55.5,0.62,1.24,1.86,7.42
Jeremy Doku,469,23.3,31.7,0.38,0.77,1.35,7.12
Kasper Dolberg,1492,10.5,14.6,0.78,0.6,0.96,2.71
Jaume Doménech,343,17.4,28.2,0.0,0.0,0.0,5.79
Brandon Domingues,231,26.5,35.4,0.77,0.77,2.31,6.15
Carlos Dominguez,344,34.2,43.7,0.0,1.32,1.84,8.95
Mario Dominguez,25,6.67,10.0,0.0,0.0,0.0,3.33
Nicolás Domínguez,2015,43.8,53.4,0.18,2.14,3.48,11.6
John Donald,180,39.0,44.5,0.5,3.0,4.0,9.5
Lee Dongjun,118,10.0,13.8,0.77,0.77,1.54,8.46
Anastasios Donis,370,12.4,22.7,0.24,1.71,2.44,4.88
Gianluigi Donnarumma,1530,25.1,27.5,0.0,0.0,0.0,3.82
Niklas Dorsch,2324,35.5,42.6,0.04,2.09,3.29,11.8
Gabriel Dos Santos,3063,52.8,58.9,0.35,1.09,1.68,7.35
Jodel Dossou,2008,18.6,25.7,0.72,1.03,1.39,5.34
Lucas Douath,1804,38.2,43.1,0.1,1.85,2.9,11.3
Lohann Doucet,6,60.0,90.0,0.0,0.0,0.0,40.0
Abdoulaye Doucouré,2537,31.1,38.8,0.35,1.6,2.7,12.6
Cheick Doucouré,2946,52.0,59.3,0.34,2.05,2.63,9.14
Fodé Doucouré,154,33.5,47.1,0.0,3.53,7.06,8.24
Ismaël Doukouré,17,5.0,15.0,0.0,0.0,0.0,5.0
Kamory Doumbia,352,35.4,43.3,0.51,1.79,2.82,7.69
Moussa Doumbia,86,27.0,36.0,2.0,0.0,0.0,5.0
Souleyman Doumbia,2219,37.0,44.6,0.12,0.93,1.3,5.38
Kieran Dowell,912,23.3,33.9,0.2,0.69,1.68,4.85
Bart?omiej Dr?gowski,556,43.7,55.5,0.0,0.0,0.0,4.52
