name,minutes_played,goals,assists,passes_total,passes_success,shots_total,shots_on_target,duels_total,duels_won,ball_losses,recoveries
Check Keita,121,,,35.4,30.8,,0.0,1.54,1.54,,6.92
Naby Keïta,247,,,53.7,41.1,,0.0,0.74,0.74,,8.89
Yannik Keitel,434,,,38.1,30.6,,0.0,1.46,0.83,,5.0
Lloyd Kelly,900,,,49.0,38.8,,0.0,1.2,0.7,,4.3
Marc-Oliver Kempf,1654,,,45.3,35.2,,0.11,1.68,0.98,,5.82
Kenedy,83,,,27.8,16.7,,0.0,0.0,0.0,,4.44
Jonjoe Kenny,1571,,,51.0,37.4,,0.06,2.0,1.43,,6.4
Franck Kessié,365,,,41.5,35.9,,0.24,1.46,0.73,,5.37
Saîf-Eddine Khaoui,1418,,,32.7,22.9,,0.63,1.9,1.01,,5.76
Wahbi Khazri,868,,,25.8,18.9,,1.04,1.35,0.73,,4.48
Rani Khedira,1663,,,33.0,24.5,,0.0,2.11,1.03,,6.11
Anthony Khelifa,9,,,120.0,110.0,,0.0,0.0,0.0,,20.0
Kike,552,,,19.7,13.9,,1.15,0.33,0.33,,2.95
Luca Kilian,1096,,,55.2,47.4,,0.08,1.8,1.31,,5.0
Max Kilman,1980,,,57.8,47.8,,0.0,1.09,0.59,,5.32
Joshua Kimmich,1599,,,89.3,75.3,,0.51,2.53,1.46,,9.1
Presnel Kimpembe,625,,,64.8,60.7,,0.0,2.03,0.87,,5.22
Jakub Kiwior,1443,,,48.4,40.8,,0.13,1.38,1.06,,5.81
Simon Kjær,668,,,58.0,50.1,,0.0,1.08,0.54,,5.41
Mateusz Klich,280,,,47.7,34.8,,0.32,3.87,2.58,,7.74
Lukas Klostermann,289,,,70.9,61.3,,0.31,2.5,1.25,,6.56
Justin Kluivert,698,,,28.7,20.3,,1.03,1.67,1.28,,5.26
Ansgar Knauff,851,,,44.9,28.6,,0.53,2.11,1.37,,6.53
Robin Knoche,1710,,,53.3,42.6,,0.05,1.53,0.95,,7.05
Gregor Kobel,1440,,,39.6,32.5,,0.0,0.0,0.0,,1.44
Robin Koch,1752,,,47.3,36.0,,0.05,1.59,0.87,,5.74
Dominik Kohr,1410,,,47.3,34.0,,0.19,2.36,1.34,,8.15
Koke,1121,,,62.2,52.6,,0.0,2.16,1.44,,6.16
Sead Kolainac,1073,,,54.1,45.3,,0.42,2.61,1.85,,7.73
Luca Koleosho,25,,,40.0,23.3,,0.0,0.0,0.0,,6.67
Randal Kolo Muani,1442,,,21.4,13.5,,1.06,0.56,0.5,,3.38
Timothée Kolodziejczak,25,,,56.7,46.7,,0.0,0.0,0.0,,0.0
Ibrahima Konaté,382,,,64.0,55.0,,0.24,2.86,1.67,,9.29
Geoffrey Kondogbia,962,,,55.4,49.4,,0.0,3.36,1.87,,9.25
Ibrahima Koné,647,,,20.4,12.6,,0.69,0.83,0.42,,2.36
Kouadio Koné,1560,,,47.3,40.0,,0.52,2.37,1.27,,7.34
Youssouf Koné,520,,,38.1,29.0,,0.17,3.45,2.24,,6.9
Ezri Konsa,1792,,,51.4,44.3,,0.0,1.41,0.4,,4.82
Teun Koopmeiners,1835,,,55.0,41.0,,0.74,1.42,0.78,,6.03
Odilon Kossonou,668,,,57.6,48.2,,0.0,0.95,0.81,,7.16
Filip Kosti?,1484,,,42.9,29.9,,0.42,1.76,1.21,,5.15
Filip Kosti?,74,,,50.0,28.8,,0.0,2.5,0.0,,3.75
Christian Kouamé,1347,,,34.0,24.2,,0.73,1.07,0.8,,4.87
Rominigue Kouamé,1701,,,45.9,40.6,,0.16,1.27,0.85,,7.88
Tomá Koubek,360,,,41.5,27.0,,0.0,0.0,0.0,,1.0
Kalidou Koulibaly,1115,,,77.3,66.1,,0.32,2.02,1.29,,5.73
Jules Koundé,1031,,,79.7,71.2,,0.0,1.3,0.87,,6.17
Boubakar Kouyaté,180,,,63.0,53.0,,0.0,1.5,1.0,,10.5
Cheikhou Kouyaté,704,,,26.4,20.4,,0.64,2.56,1.92,,5.77
Mateo Kova?i?,835,,,68.9,57.7,,0.0,1.94,1.29,,6.34
Viktor Kovalenko,390,,,38.8,31.2,,0.0,1.63,0.7,,3.95
Soichiro Kozuki,379,,,20.2,12.4,,1.43,1.43,0.95,,4.52
Emil Krafth,1,,,0.0,0.0,,0.0,0.0,0.0,,0.0
Alex Král,1097,,,31.9,21.5,,0.08,1.8,1.07,,6.39
Andrej Kramari?,1365,,,38.3,30.1,,0.86,0.2,0.07,,4.01
Christoph Kramer,1462,,,50.5,41.0,,0.0,1.6,1.17,,4.14
Tom Krauß,1636,,,28.8,20.9,,0.38,4.51,2.64,,8.02
Julian Kristoffersen,18,,,10.0,0.0,,0.0,0.0,0.0,,0.0
Raimonds Krollis,15,,,10.0,5.0,,5.0,5.0,5.0,,0.0
Toni Kroos,1219,,,101.9,92.6,,0.44,2.07,1.33,,6.67
Rade Kruni?,721,,,31.4,24.6,,0.13,2.5,1.75,,5.5
Max Kruse,272,,,40.3,30.0,,0.67,0.33,0.33,,3.0
Lukas Kübler,778,,,45.2,31.4,,0.35,2.21,1.4,,5.7
Takefusa Kubo,1248,,,31.2,22.7,,1.22,1.73,0.94,,3.67
Dejan Kulusevski,1132,,,33.4,25.5,,0.48,1.75,0.48,,6.59
Sael Kumbedi,419,,,49.1,40.6,,0.21,2.98,1.91,,5.32
Marash Kumbulla,134,,,54.0,50.7,,0.0,0.67,0.67,,4.67
Pierre Kunde,196,,,49.1,28.2,,0.45,2.73,0.45,,9.55
Alou Kuol,5,,,10.0,10.0,,0.0,0.0,0.0,,0.0
Layvin Kurzawa,135,,,27.3,18.7,,0.0,2.0,1.33,,3.33
Khvicha Kvaratskhelia,1232,,,32.6,25.3,,1.39,1.75,0.73,,4.23
Grejohn Kyei,1078,,,19.5,12.9,,0.83,0.5,0.17,,1.92
Daniel Kyereh,559,,,29.4,22.4,,0.81,0.97,0.65,,4.03
Giorgos Kyriakopoulos,8,,,0.0,0.0,,0.0,0.0,0.0,,0.0
Giorgos Kyriakopoulos,766,,,46.0,35.3,,0.47,2.47,0.94,,4.35
César de la Hoz,853,,,30.8,25.2,,0.11,2.0,1.26,,4.74
Luca de la Torre,350,,,40.3,33.8,,0.26,2.82,1.54,,7.18
Rémy Labeau Lascary,82,,,21.1,17.8,,1.11,4.44,2.22,,4.44
Gaëtan Laborde,1399,,,23.4,15.0,,1.29,1.29,0.58,,2.84
Gaëtan Laborde,249,,,21.8,14.6,,2.14,0.36,0.36,,2.5
Alexandre Lacazette,1923,,,29.0,20.3,,1.4,1.5,0.84,,2.76
Qazim Laçi,212,,,59.2,46.3,,0.0,2.5,1.25,,8.33
Maxence Lacroix,1002,,,60.4,51.8,,0.09,0.81,0.45,,4.59
Alban Lafont,1889,,,32.5,22.3,,0.0,0.0,0.0,,1.0
Aïssa Laïdouni,107,,,34.2,25.0,,0.0,0.83,0.83,,8.33
Konrad Laimer,674,,,37.1,28.8,,0.27,3.33,1.73,,6.67
Stefan Lainer,171,,,61.6,47.9,,0.0,2.11,1.05,,7.89
Kenny Lala,373,,,45.6,33.4,,0.24,2.93,0.98,,6.34
Adam Lallana,722,,,39.6,32.8,,0.63,1.13,0.5,,3.13
Vassilis Lambropoulos,567,,,34.9,23.7,,0.0,1.27,1.11,,4.92
Érik Lamela,1217,,,39.4,30.3,,1.04,1.85,0.96,,4.3
Mohamed Lamine Bayo,470,,,18.1,10.6,,1.54,0.38,0.38,,1.35
Sam Lammers,481,,,19.8,14.3,,0.19,0.94,0.38,,1.89
Sam Lammers,883,,,23.5,14.6,,0.71,2.04,1.02,,2.76
Tariq Lamptey,409,,,59.1,46.4,,0.0,2.44,1.33,,6.22
Manuel Lanzini,126,,,59.3,48.6,,0.0,0.0,0.0,,5.0
Aymeric Laporte,376,,,74.8,68.6,,0.0,0.48,0.24,,3.81
Julien Laporte,1540,,,42.7,36.3,,0.12,1.23,0.88,,3.39
Cyle Larin,47,,,18.0,16.0,,4.0,0.0,0.0,,6.0
Juan Larios,152,,,48.2,37.1,,0.0,4.12,3.53,,5.29
Yasser Larouci,1150,,,42.6,32.7,,0.23,1.02,0.63,,7.03
Jordan Larsson,463,,,22.9,17.1,,0.0,1.57,0.98,,4.51
Kevin Lasagna,1116,,,14.8,8.79,,0.65,0.73,0.24,,4.03
Jamaal Lascelles,107,,,21.7,17.5,,0.0,0.83,0.0,,0.0
Latasa,106,,,28.3,16.7,,2.5,1.67,0.83,,2.5
Toni Lato,545,,,47.5,39.5,,0.16,1.8,0.66,,4.43
Danny Latza,441,,,44.3,35.1,,0.0,2.04,1.63,,8.57
Armand Lauriente,1224,,,33.5,24.3,,1.18,0.74,0.44,,3.46
Armand Lauriente,266,,,31.7,24.3,,1.67,2.67,2.33,,6.67
Roméo Lavia,893,,,37.9,32.8,,0.2,2.42,1.21,,8.28
Lázaro,255,,,34.6,26.8,,0.36,0.0,0.0,,4.64
Valentino Lazaro,1065,,,58.9,44.4,,0.17,0.85,0.42,,6.19
Marko Lazeti?,9,,,10.0,10.0,,0.0,0.0,0.0,,10.0
Darko Lazovi?,1323,,,33.4,21.1,,0.54,1.16,0.61,,5.51
Manuel Lazzari,1217,,,55.3,48.7,,0.07,1.93,1.19,,4.22
Théo Le Bris,956,,,34.9,27.8,,0.38,1.79,1.23,,4.53
Julien Le Cardinal,81,,,63.3,47.8,,2.22,4.44,3.33,,4.44
Jérémy Le Douaron,952,,,16.2,10.9,,1.13,0.66,0.57,,2.64
Enzo Le Fée,1928,,,60.6,48.2,,0.75,3.5,2.15,,7.38
Vincent Le Goff,1980,,,51.3,42.2,,0.23,2.18,1.0,,5.73
Maxime Le Marchand,1295,,,59.4,47.2,,0.0,2.15,1.39,,7.15
Robin Le Normand,1356,,,52.5,47.3,,0.07,1.26,0.73,,4.11
Rafael Leão,1524,,,28.2,20.5,,0.95,0.12,0.06,,3.2
Paolo Lebas,55,,,26.7,20.0,,0.0,0.0,0.0,,5.0
Benjamin Lecomte,899,,,27.5,17.9,,0.0,0.0,0.0,,1.6
Benjamin Lecomte,270,,,35.3,25.0,,0.0,0.0,0.0,,1.33
Jeremías Ledesma,1890,,,33.4,17.0,,0.0,0.1,0.05,,1.0
Pierre Lees-Melou,1417,,,45.7,38.0,,0.45,2.55,1.72,,8.15
Diogo Leite,1458,,,55.7,43.9,,0.0,1.42,0.8,,5.86
Maxim Leitsch,663,,,44.3,33.6,,0.14,1.22,0.95,,4.73
Florian Lejeune,1488,,,48.5,38.5,,0.67,1.09,0.61,,4.42
Iñigo Lekue,1155,,,57.0,44.1,,0.08,1.48,1.02,,8.28
Thomas Lemar,662,,,59.7,49.9,,0.41,1.89,0.95,,6.62
Félix Lemaréchal,2,,,2.0,1.0,,0.0,0.0,0.0,,1.0
Dexter Lembikisa,23,,,43.3,33.3,,0.0,0.0,0.0,,6.67
Mario Lemina,192,,,43.3,38.1,,0.0,1.9,1.43,,7.14
Mario Lemina,838,,,68.5,61.2,,0.32,3.44,2.26,,6.67
Tim Lemperle,85,,,36.7,21.1,,0.0,5.56,3.33,,11.1
Clément Lenglet,935,,,69.2,60.8,,0.0,1.63,0.77,,4.62
Bernd Leno,1890,,,37.0,29.1,,0.0,0.0,0.0,,1.38
Christopher Lenz,613,,,52.8,39.1,,0.29,2.5,1.91,,6.47
Sergio León,913,,,12.6,8.42,,1.29,0.4,0.3,,2.48
Johann Lepenant,1201,,,63.7,56.4,,0.08,2.93,1.65,,8.65
Mehdi Léris,1355,,,34.9,23.2,,0.4,2.38,1.85,,5.83
Jefferson Lerma,1973,,,43.2,35.3,,0.14,1.46,0.78,,6.94
Benjamin Leroy,1718,,,27.2,16.2,,0.0,0.0,0.0,,1.62
Léo Leroy,709,,,41.3,30.6,,0.25,4.68,3.29,,8.1
Ruan Levine,9,,,30.0,30.0,,10.0,10.0,10.0,,10.0
Robert Lewandowski,1334,,,25.3,19.3,,2.23,0.54,0.34,,1.82
Jamie Leweling,129,,,17.1,12.1,,2.86,2.14,2.14,,7.86
Jamal Lewis,8,,,120.0,100.0,,0.0,0.0,0.0,,20.0
Rico Lewis,453,,,69.2,63.6,,0.2,2.0,1.4,,3.6
Keane Lewis-Potter,306,,,20.6,11.8,,0.59,0.29,0.0,,5.29
Dimitri Liénard,967,,,58.1,43.6,,0.19,2.15,1.31,,6.92
Philipp Lienhart,1741,,,61.3,52.7,,0.1,1.14,0.67,,5.96
Matthijs de Ligt,1217,,,79.6,73.0,,0.44,0.96,0.59,,6.74
Victor Lindelöf,452,,,63.2,58.4,,0.0,1.0,0.6,,5.2
Jesper Lindstrøm,1207,,,26.9,16.8,,1.12,1.27,0.6,,5.07
Karol Linetty,1240,,,43.7,37.2,,0.29,1.96,1.09,,5.87
Jesse Lingard,861,,,27.7,22.0,,0.21,0.31,0.31,,3.85
Pol Lirola,548,,,46.9,33.8,,0.16,1.97,0.98,,6.56
Mateusz Lis,630,,,37.6,25.9,,0.0,0.0,0.0,,0.86
Marcin Listkowski,77,,,26.7,17.8,,0.0,0.0,0.0,,5.56
Dejan Ljubicic,768,,,31.5,23.1,,0.71,1.65,1.06,,5.88
Javier Llabrés,17,,,20.0,20.0,,0.0,0.0,0.0,,5.0
Diego Llorente,649,,,59.6,49.4,,0.0,1.81,1.39,,7.92
Diego Llorente,1,,,0.0,0.0,,0.0,0.0,0.0,,0.0
Marcos Llorente,1016,,,42.0,33.3,,0.18,1.86,0.97,,4.96
Hugo Lloris,1890,,,29.8,23.5,,0.0,0.05,0.05,,1.29
Giovani Lo Celso,521,,,46.0,38.3,,0.52,3.62,2.93,,4.48
Stanislav Lobotka,1745,,,67.0,63.1,,0.1,2.53,1.24,,7.11
Manuel Locatelli,1400,,,51.5,41.9,,0.45,2.18,1.22,,6.41
Luka Lochoshvili,1136,,,39.9,31.3,,0.08,2.46,0.79,,4.52
Banzouzi Locko,1059,,,39.8,30.7,,0.0,2.71,1.36,,6.53
Renan Lodi,1099,,,42.9,30.2,,0.0,2.05,1.31,,6.48
Ruben Loftus-Cheek,1032,,,53.4,45.5,,0.17,1.57,0.78,,6.0
Sean Longstaff,1685,,,42.5,33.4,,0.32,1.44,0.86,,5.45
Ademola Lookman,1299,,,33.4,25.4,,1.04,0.56,0.21,,4.86
Anthony Lopes,1646,,,29.3,23.1,,0.0,0.05,0.0,,0.98
Rony Lopes,1239,,,33.3,23.0,,0.87,0.58,0.29,,5.0
David López,932,,,60.3,54.4,,0.48,1.44,0.96,,5.19
Diego López,90,,,29.0,22.0,,0.0,0.0,0.0,,3.0
Maxime Lopez,1120,,,61.5,53.6,,0.16,1.94,0.73,,7.02
Pau López,1710,,,34.6,27.8,,0.0,0.0,0.0,,1.47
Unai López,794,,,65.8,52.7,,0.8,2.16,1.36,,7.27
Dion Lopy,725,,,42.0,35.1,,0.0,2.47,1.23,,7.78
Anthony Losilla,1771,,,34.1,23.5,,0.2,2.49,1.68,,6.6
Jordan Lotomba,1638,,,50.4,41.7,,0.16,2.2,1.32,,4.4
Matteo Lovato,377,,,42.9,36.4,,0.0,1.9,1.67,,4.76
Dejan Lovren,426,,,76.4,68.5,,0.21,1.28,1.06,,4.68
Sandi Lovri?,1048,,,43.1,34.4,,0.43,2.07,0.86,,6.03
Jamal Lowe,12,,,40.0,20.0,,0.0,0.0,0.0,,0.0
Anthony Lozano,1139,,,17.6,12.0,,0.47,0.24,0.16,,2.76
Hirving Lozano,981,,,31.1,23.1,,0.92,1.01,0.55,,3.3
Pol Lozano,17,,,40.0,25.0,,0.0,0.0,0.0,,5.0
Jean Lucas,291,,,48.1,41.9,,0.94,2.81,1.56,,7.19
Jhon Lucumí,1550,,,54.1,46.6,,0.12,2.03,1.4,,6.45
José Luis Gayà,1483,,,63.5,48.1,,0.36,2.55,1.52,,5.09
José Luis Morales,591,,,20.6,13.2,,1.52,0.45,0.3,,2.42
José Luis Palomino,392,,,60.7,48.9,,0.45,2.05,0.68,,8.86
Douglas Luiz,1434,,,58.9,48.7,,0.38,2.33,1.26,,6.73
Romelu Lukaku,395,,,19.3,12.0,,0.91,0.23,0.0,,1.36
Castello Lukeba,1637,,,69.6,62.3,,0.11,0.71,0.44,,6.7
Dodi Lukebakio,1483,,,24.0,16.2,,0.91,0.73,0.42,,4.61
Saa Luki?,1,,,5.0,4.0,,0.0,0.0,0.0,,0.0
Saa Luki?,1195,,,55.0,47.1,,0.23,1.58,1.05,,6.09
Andriy Lunin,450,,,31.6,28.6,,0.0,0.0,0.0,,1.8
Andrey Lunyov,90,,,44.0,35.0,,0.0,0.0,0.0,,1.0
Sebastiano Luperto,1714,,,48.6,42.3,,0.16,1.0,0.47,,5.26
Lyanco,697,,,44.2,31.3,,0.39,1.95,1.3,,7.66
Charalambos Lykogiannis,894,,,55.8,38.8,,0.51,1.01,0.51,,4.75
Youssouf M'Changama,618,,,46.2,38.1,,0.14,2.03,0.87,,5.36
Awer Mabil,165,,,30.0,18.9,,0.56,1.11,0.0,,3.33
Alexis Mac Allister,1547,,,57.8,51.1,,0.76,2.79,1.63,,7.97
Deiver Machado,1379,,,35.8,29.3,,0.2,2.35,1.37,,4.71
Darwin Machís,180,,,30.5,19.5,,0.5,1.5,1.0,,4.0
James Maddison,1273,,,45.9,35.3,,1.06,1.84,0.78,,3.12
Noni Madueke,112,,,47.5,37.5,,0.83,1.67,1.67,,5.0
Pablo Maffeo,1560,,,38.9,27.3,,0.12,2.14,1.39,,4.39
Lisandro Magallán,123,,,9.29,5.0,,0.0,2.14,0.71,,3.57
Soungoutou Magassa,74,,,33.8,27.5,,0.0,3.75,1.25,,5.0
Giulio Maggiore,653,,,49.0,37.4,,0.0,1.92,0.82,,8.08
Giangiacomo Magnani,426,,,25.3,17.4,,0.21,2.55,1.49,,5.11
Hugo Magnetti,955,,,41.0,33.8,,0.38,2.92,1.7,,7.45
Yohann Magnin,1661,,,49.0,41.0,,0.0,3.24,1.95,,5.41
Harry Maguire,391,,,57.0,50.0,,0.0,0.93,0.7,,5.35
Jon Magunacelaya,65,,,22.9,11.4,,1.43,1.43,0.0,,5.71
Riyad Mahrez,898,,,56.8,47.9,,0.9,1.1,0.5,,4.1
Arne Maier,923,,,34.1,23.4,,0.29,1.46,0.87,,5.44
Mike Maignan,630,,,34.4,26.6,,0.0,0.0,0.0,,1.86
Linton Maina,1101,,,25.4,17.3,,0.66,0.98,0.66,,4.26
Ainsley Maitland-Niles,634,,,42.4,34.6,,0.0,2.71,1.57,,5.71
Lovro Majer,801,,,55.3,43.9,,0.34,2.02,0.79,,7.53
Jean-Victor Makengo,805,,,35.5,29.7,,0.0,1.8,1.46,,4.38
Jean-Victor Makengo,129,,,55.7,51.4,,0.0,0.71,0.0,,5.0
Béni Makouana,198,,,17.3,6.82,,0.45,0.45,0.0,,4.55
Nemanja Maksimovi?,711,,,24.6,20.0,,0.13,1.65,0.51,,3.67
Tyrell Malacia,845,,,47.6,39.5,,0.11,2.66,1.81,,5.53
Lorenzo Malagrida,10,,,20.0,20.0,,10.0,0.0,0.0,,0.0
Daniel Maldini,322,,,29.2,21.1,,1.11,1.94,0.56,,4.44
Youssef Maleh,297,,,35.2,28.8,,0.0,0.91,0.3,,6.06
Youssef Maleh,177,,,25.0,17.5,,0.0,4.0,2.0,,6.5
Donyell Malen,821,,,31.5,23.0,,1.32,0.55,0.22,,2.97
Ruslan Malinovskyi,553,,,54.4,40.7,,0.98,2.3,1.31,,9.34
Ruslan Malinovskyi,365,,,44.1,33.7,,0.73,1.46,0.49,,5.37
Hugo Mallo,1203,,,54.6,42.0,,0.3,2.09,0.97,,4.4
Mickael Malsa,69,,,25.0,16.3,,0.0,2.5,2.5,,6.25
Giorgi Mamardashvili,1890,,,30.2,23.0,,0.0,0.0,0.0,,1.71
Hianga Mananga Mbock,15,,,50.0,40.0,,0.0,0.0,0.0,,10.0
Gianluca Mancini,1821,,,51.9,42.4,,0.1,1.49,0.69,,3.51
Steve Mandanda,1755,,,33.4,24.2,,0.0,0.0,0.0,,1.64
Reinildo Mandava,1655,,,52.8,45.4,,0.0,2.93,2.01,,6.09
Aïssa Mandi,441,,,63.1,56.9,,0.2,1.63,1.02,,3.88
Rolando Mandragora,916,,,48.2,39.7,,0.39,2.16,1.18,,5.29
Sadio Mané,906,,,27.8,20.2,,1.68,0.5,0.3,,2.67
Orel Mangala,693,,,35.8,28.8,,0.13,1.69,0.91,,5.45
Thomas Mangani,895,,,66.5,45.1,,0.0,1.92,1.21,,7.47
Vito Mannone,798,,,31.2,21.5,,0.0,0.0,0.0,,0.9
Javier Manquillo,11,,,70.0,40.0,,0.0,10.0,0.0,,10.0
Myziane Maolida,19,,,55.0,25.0,,0.0,5.0,0.0,,10.0
Myziane Maolida,95,,,13.6,7.27,,0.0,0.91,0.91,,2.73
Faitout Maouassa,1191,,,35.3,24.2,,0.38,2.42,1.59,,4.24
Sekou Mara,327,,,15.6,11.1,,0.56,2.78,1.67,,4.17
Maranhão,428,,,12.3,8.33,,0.42,0.83,0.21,,1.88
Marcão,360,,,52.8,46.0,,0.0,0.5,0.5,,3.5
Solly March,1807,,,42.7,31.0,,0.9,1.49,0.85,,4.08
Agustín Marchesín,1710,,,33.4,23.6,,0.0,0.0,0.0,,1.16
Vincent Marchetti,1655,,,41.0,32.9,,0.38,2.17,1.14,,6.85
Riccardo Marchizza,107,,,43.3,30.8,,0.0,0.83,0.83,,4.17
Gian Marco Ferrari,1529,,,48.7,41.4,,0.06,1.12,0.76,,3.82
Emiliano Marcondes,9,,,10.0,10.0,,0.0,0.0,0.0,,10.0
Óscar de Marcos,1619,,,60.5,47.1,,0.0,2.0,0.89,,5.89
José Mari,323,,,42.2,34.7,,0.0,3.61,1.94,,8.61
Pablo Marí,1138,,,51.7,44.7,,0.16,1.43,0.71,,5.0
José María Giménez,1005,,,48.7,41.9,,0.36,1.52,0.89,,6.25
Mariano,44,,,20.0,14.0,,0.0,2.0,0.0,,6.0
Pablo Marín,324,,,41.1,31.4,,1.11,1.94,1.39,,4.72
R?zvan Marin,1503,,,54.9,44.2,,0.42,1.98,0.96,,5.75
Guillermo Maripán,1485,,,49.3,43.0,,0.24,1.94,1.15,,5.33
Marlon,1066,,,59.1,54.4,,0.08,1.69,1.02,,3.98
Omar Marmoush,790,,,28.9,18.3,,1.02,1.14,0.8,,5.8
Marquinhos,1,,,3.0,2.0,,0.0,0.0,0.0,,0.0
Marquinhos,1824,,,72.1,68.8,,0.2,0.89,0.59,,5.67
Luca Marrone,135,,,56.0,52.0,,0.0,0.0,0.0,,5.33
Eric Martel,1023,,,40.1,31.5,,0.26,2.72,1.75,,7.02
Roger Martí,655,,,21.9,16.2,,0.27,0.68,0.27,,3.7
Roger Martí,157,,,20.0,17.1,,0.0,1.76,1.76,,4.71
Anthony Martial,458,,,26.1,21.0,,0.98,0.0,0.0,,0.98
Aarón Martín,1421,,,51.0,38.7,,0.25,2.03,1.39,,4.43
Ander Martin,41,,,48.0,24.0,,0.0,4.0,4.0,,10.0
Andrés Martín,133,,,34.0,14.0,,1.33,2.0,1.33,,5.33
Iván Martín,555,,,35.8,29.0,,0.48,0.32,0.32,,3.71
Jonas Martin,191,,,89.0,77.6,,0.0,3.33,2.86,,7.62
Martinelli,1726,,,36.7,26.8,,0.94,0.89,0.52,,3.49
Arnau Martinez,1351,,,52.3,42.1,,0.13,2.2,1.27,,5.73
Emiliano Martínez,1654,,,35.3,26.2,,0.0,0.0,0.0,,0.98
Iñigo Martínez,810,,,56.3,47.9,,0.11,0.89,0.33,,6.33
Lautaro Martínez,1675,,,23.0,16.6,,1.51,0.7,0.32,,3.06
Lisandro Martínez,1568,,,65.0,56.4,,0.06,2.01,0.98,,6.61
Lucas Martínez Quarta,1181,,,66.6,55.1,,0.61,3.74,1.98,,7.86
Roger Martínez,7,,,50.0,50.0,,0.0,0.0,0.0,,10.0
Gelson Martins,335,,,41.1,32.2,,0.81,4.05,2.16,,6.76
Adam Marui?,1918,,,60.2,52.0,,0.28,1.27,0.89,,5.77
Omar Mascarell,1547,,,43.3,36.2,,0.06,1.51,0.81,,5.58
Adam Masina,304,,,43.5,32.9,,0.29,1.18,0.88,,3.53
Jordi Masip,1350,,,36.5,26.0,,0.0,0.0,0.0,,1.07
Erhan Maovi?,1039,,,39.0,31.6,,0.26,2.26,1.39,,6.35
Han-Noah Massengo,107,,,34.2,26.7,,0.0,1.67,1.67,,4.17
Yanis Massolin,48,,,74.0,58.0,,0.0,4.0,2.0,,18.0
Jaime Mata,42,,,30.0,22.0,,0.0,0.0,0.0,,4.0
Pape Matar Sarr,137,,,64.7,60.0,,0.0,4.0,3.33,,6.67
Eliot Matazo,536,,,36.0,29.8,,0.17,1.0,0.33,,4.5
Jean-Philippe Mateta,511,,,18.4,13.0,,1.05,0.7,0.18,,2.81
Nemanja Mati?,1223,,,61.8,52.4,,0.22,2.57,1.25,,8.97
Joël Matip,642,,,67.7,57.3,,0.0,1.55,0.7,,6.76
Henning Matriciani,876,,,44.7,34.4,,0.0,2.27,1.13,,5.36
Chrislain Matsima,227,,,50.8,43.2,,0.0,0.0,0.0,,3.6
Azor Matusiwa,1331,,,52.6,44.4,,0.14,2.91,2.03,,8.85
Neal Maupay,712,,,19.5,14.6,,0.89,0.76,0.38,,2.53
Aïman Maurer,146,,,24.4,20.6,,1.25,1.25,0.63,,4.38
Stephy Mavididi,796,,,20.2,15.0,,0.91,1.59,1.25,,4.2
Konstantinos Mavropanos,1418,,,57.6,47.3,,0.51,2.34,1.27,,7.09
Christian Mawissa,98,,,43.6,37.3,,0.0,1.82,0.0,,2.73
Philipp Max,68,,,71.3,55.0,,0.0,1.25,1.25,,3.75
Eric Maxim Choupo-Moting,837,,,23.1,17.4,,1.08,0.86,0.75,,2.26
Luís Maximiano,5,,,40.0,30.0,,0.0,0.0,0.0,,0.0
Fernand Mayembo,541,,,41.3,36.0,,0.0,0.67,0.33,,6.0
Borja Mayoral,1624,,,26.7,19.8,,0.39,0.44,0.17,,3.11
Noussair Mazraoui,556,,,71.5,61.8,,0.0,2.74,1.94,,4.03
Pasquale Mazzocchi,1199,,,43.8,32.7,,0.23,1.5,0.68,,6.17
Kevin Mbabu,144,,,58.8,42.5,,0.0,1.88,1.25,,3.75
Kylian Mbappé,1468,,,42.0,33.6,,2.21,0.31,0.12,,1.72
Mamadou Mbaye,537,,,32.3,23.5,,0.0,1.0,0.5,,3.83
Chancel Mbemba,1925,,,57.0,48.0,,0.23,1.26,0.93,,5.28
Bryan Mbeumo,1657,,,27.3,18.2,,0.92,0.6,0.33,,4.46
Jason Mbock,25,,,33.3,20.0,,0.0,0.0,0.0,,0.0
Nathanael Mbuku,66,,,38.6,31.4,,0.0,2.86,1.43,,10.0
John McGinn,1223,,,38.8,29.2,,0.37,2.79,1.76,,6.1
Scott McKenna,1462,,,42.8,34.0,,0.0,0.74,0.43,,3.95
Weston McKennie,123,,,43.6,30.0,,0.0,2.14,0.71,,7.86
Weston McKennie,1052,,,35.7,28.7,,0.34,1.2,0.43,,3.68
Dwight McNeil,981,,,36.7,26.5,,0.18,2.75,1.83,,4.86
Scott McTominay,753,,,31.8,25.7,,0.36,2.26,1.79,,5.95
Gary Medel,1267,,,64.0,56.7,,0.0,1.49,0.99,,8.58
Facundo Medina,1700,,,84.7,76.3,,0.11,1.06,0.69,,6.72
Ben Mee,1838,,,49.4,37.0,,0.2,1.03,0.54,,5.64
Bamo Meïté,249,,,46.1,42.1,,0.0,1.07,0.0,,3.57
Soualiho Meïté,1139,,,37.6,30.6,,0.08,1.97,1.26,,6.77
Farid El Melali,400,,,33.6,22.7,,0.23,3.86,2.5,,6.59
Gonzalo Melero,1084,,,37.0,32.2,,0.5,1.58,0.75,,4.92
Birger Meling,530,,,61.4,53.1,,0.0,1.69,1.02,,5.59
